placa,data,km
NPV9M94,2025-04-29,96954.0
NPV9M94,2025-05-03,97464.1
NPV9M94,2025-05-24,100458.5
NPV9M94,2025-05-29,100942.4
NPV9M94,2025-05-31,101243.3
NPV9M94,2025-06-02,101558.2
NPV9M94,2025-06-08,102301.4
NPV9M94,2025-06-11,102763.2
NPV9M94,2025-07-19,107385.7
NPV9M94,2025-07-26,108109.4
NPV9M94,2025-08-06,109362.7
NPV9M94,2025-08-17,110566.1
NPV9M94,2025-08-23,111300.8
NPV9M94,2025-09-30,115326.9
NPV9M94,2025-10-02,115676.9
NPV9M94,2025-10-04,115792.4
NPV9M94,2025-10-13,116705.8
NPV9M94,2025-11-02,119062.6
NPV9M94,2025-11-05,119509.1
NPV9M94,2025-11-18,120894.5
NPV9M94,2025-11-19,121039.7
NPV9M94,2025-11-20,121198.0
NPV9M94,2025-11-26,121922.9
NPV9M94,2025-12-13,123750.9
NPV9M94,2025-12-18,124349.8
NPV9M94,2025-12-20,124675.2
NPV9M94,2025-12-26,125557.5
NPV9M94,2026-01-04,126774.3
NPV9M94,2026-01-27,128947.9
NPV9M94,2026-02-03,129846.5
NPV9M94,2026-02-14,131405.6
NPV9M94,2026-02-20,131978.0
NPV9M94,2026-03-04,133841.7
NPV9M94,2026-03-14,135266.2
NPV9M94,2026-03-17,135412.1
NPV9M94,2026-03-18,135402.2
NPV9M94,2026-03-21,135734.0
NPV9M94,2026-03-23,136037.5
NPV9M94,2026-04-11,138261.7
NPV9M94,2026-04-16,138563.5
NPV9M94,2026-04-17,138731.1
NPV9M94,2026-04-21,139181.6
NPV9M94,2026-04-26,139804.4
NPV9M94,2026-05-22,142936.0
NPV9M94,2026-05-29,143845.4
NVE6F63,2024-01-05,100972.0
NVE6F63,2024-01-26,102662.4
NVE6F63,2024-01-28,102821.7
NVE6F63,2024-02-02,103139.7
NVE6F63,2024-02-08,103691.1
NVE6F63,2024-02-15,104347.8
NVE6F63,2024-02-16,104356.6
NVE6F63,2024-03-08,106016.6
NVE6F63,2024-03-13,106290.1
NVE6F63,2024-03-19,106644.3
NVE6F63,2024-03-24,107151.2
NVE6F63,2024-04-04,108105.8
NVE6F63,2024-04-06,108202.1
NVE6F63,2024-04-26,109552.3
NVE6F63,2024-04-27,109683.5
NVE6F63,2024-04-29,109856.1
NVE6F63,2024-04-30,109952.5
NVE6F63,2024-05-22,111634.4
NVE6F63,2024-05-23,111713.0
NVE6F63,2024-06-15,113413.8
NVE6F63,2024-06-18,113578.3
NVE6F63,2024-06-19,113653.5
NVE6F63,2024-06-25,114167.7
NVE6F63,2024-07-03,114694.0
NVE6F63,2024-07-06,114976.2
NVE6F63,2024-07-08,115057.9
NVE6F63,2024-07-19,115850.6
NVE6F63,2024-07-26,116346.1
NVE6F63,2024-07-28,116436.7
NVE6F63,2024-08-02,116863.7
NVE6F63,2024-08-06,117220.3
NVE6F63,2024-08-18,118184.9
NVE6F63,2024-08-20,118346.8
NVE6F63,2024-08-25,118675.1
NVE6F63,2024-08-28,118834.0
NVE6F63,2024-09-07,119749.6
NVE6F63,2024-09-08,119858.8
NVE6F63,2024-09-16,120534.9
NVE6F63,2024-09-18,120672.3
NVE6F63,2024-09-19,120774.9
NVE6F63,2024-09-23,121072.1
NVE6F63,2024-10-04,122073.5
NVE6F63,2024-10-09,122530.3
NVE6F63,2024-10-10,122602.9
NVE6F63,2024-10-11,122670.2
NVE6F63,2024-10-13,122875.6
NVE6F63,2024-10-14,122969.8
NVE6F63,2024-10-22,123680.3
NVE6F63,2024-10-28,124177.2
NVE6F63,2024-10-30,124333.7
NVE6F63,2024-11-15,125412.5
NVE6F63,2024-11-29,126087.8
NVE6F63,2024-12-01,126258.8
NVE6F63,2025-01-02,128508.9
NVE6F63,2025-01-05,128689.4
NVE6F63,2025-01-06,128679.4
NVE6F63,2025-01-07,128760.2
NVE6F63,2025-01-12,129201.8
NVE6F63,2025-01-14,129382.2
NVE6F63,2025-01-20,129730.0
NVE6F63,2025-01-24,130041.0
NVE6F63,2025-02-05,130929.4
NVE6F63,2025-02-07,131124.4
NVE6F63,2025-02-10,131290.0
NVE6F63,2025-02-12,131436.3
NVE6F63,2025-02-22,132276.2
NVE6F63,2025-02-28,132627.3
NVE6F63,2025-03-04,132919.5
NVE6F63,2025-03-07,133172.7
NVE6F63,2025-03-12,133559.2
NVE6F63,2025-03-19,133888.1
NVE6F63,2025-04-13,135684.9
NVE6F63,2025-04-25,136719.9
NVE6F63,2025-05-02,137131.4
NVE6F63,2025-05-09,137735.7
NVE6F63,2025-05-10,137833.6
NVE6F63,2025-06-05,139736.3
NVE6F63,2025-06-18,140728.8
NVE6F63,2025-06-19,140804.0
NVE6F63,2025-06-24,141056.5
NVE6F63,2025-06-27,141335.1
NVE6F63,2025-07-08,142165.6
NVE6F63,2025-07-10,142370.7
NVE6F63,2025-08-01,143869.4
NVE6F63,2025-08-05,144170.3
NVE6F63,2025-08-08,144414.1
NVE6F63,2025-08-18,145240.1
NVE6F63,2025-08-22,145551.3
NVE6F63,2025-08-24,145729.3
NVE6F63,2025-09-07,146784.6
NVE6F63,2025-09-11,147167.2
NVE6F63,2025-09-19,147837.5
NVE6F63,2025-10-03,149040.2
NVE6F63,2025-10-16,149953.3
NVE6F63,2025-10-18,150160.1
NVE6F63,2025-10-22,150531.8
NVE6F63,2025-10-31,151277.2
NVE6F63,2025-11-10,151898.5
NVE6F63,2025-11-12,152119.6
NVE6F63,2025-11-15,152425.4
NVE6F63,2025-11-21,152724.6
NVE6F63,2025-11-24,152984.7
NVE6F63,2025-11-30,153358.1
NVE6F63,2025-12-01,153423.8
NVE6F63,2025-12-07,153896.7
NVE6F63,2025-12-23,155091.2
NVE6F63,2025-12-30,155616.4
NVE6F63,2026-01-16,156871.3
NVE6F63,2026-01-22,157269.9
NVE6F63,2026-01-23,157342.1
NVE6F63,2026-02-01,158035.3
NVE6F63,2026-02-17,159446.1
NVE6F63,2026-02-22,159693.8
NVE6F63,2026-03-01,160213.8
NVE6F63,2026-03-13,160738.2
NVE6F63,2026-03-14,160849.4
NVE6F63,2026-03-27,161877.2
NVE6F63,2026-03-30,162054.9
NVE6F63,2026-04-01,162248.0
NVE6F63,2026-04-02,162342.1
NVE6F63,2026-04-12,163121.1
NVE6F63,2026-04-21,163884.3
NVE6F63,2026-04-25,164196.5
NVE6F63,2026-05-14,165695.8
NVE6F63,2026-05-15,165786.2
NVE6F63,2026-05-22,166316.8
NVE6F63,2026-05-30,166877.1
ODR2O56,2024-01-02,164405.9
ODR2O56,2024-01-13,166567.8
ODR2O56,2024-01-31,170236.9
ODR2O56,2024-02-02,170764.2
ODR2O56,2024-02-11,172982.5
ODR2O56,2024-03-09,177718.8
ODR2O56,2024-03-23,180745.6
ODR2O56,2024-04-05,183764.8
ODR2O56,2024-05-07,191636.6
ODR2O56,2024-05-13,192587.1
ODR2O56,2024-05-25,194643.2
ODR2O56,2024-06-28,201699.8
ODR2O56,2024-07-02,202643.7
ODR2O56,2024-07-07,204007.2
ODR2O56,2024-07-09,204009.2
ODR2O56,2024-07-12,204637.1
ODR2O56,2024-07-20,206425.5
ODR2O56,2024-07-21,206761.2
ODR2O56,2024-07-24,207479.5
ODR2O56,2024-07-30,209078.5
ODR2O56,2024-07-31,209343.4
ODR2O56,2024-08-19,213462.1
ODR2O56,2024-08-25,214404.7
ODR2O56,2024-08-28,215160.9
ODR2O56,2024-09-01,216008.2
ODR2O56,2024-09-12,218609.2
ODR2O56,2024-09-17,219358.3
ODR2O56,2024-09-24,220942.9
ODR2O56,2024-09-30,222114.9
ODR2O56,2024-10-01,222326.3
ODR2O56,2024-10-21,226940.4
ODR2O56,2024-10-27,228446.4
ODR2O56,2024-10-30,229068.7
ODR2O56,2024-11-03,229746.9
ODR2O56,2024-11-04,229940.8
ODR2O56,2024-11-09,231447.1
ODR2O56,2024-11-10,231445.0
ODR2O56,2024-11-16,232949.2
ODR2O56,2024-11-24,234160.9
ODR2O56,2024-11-25,234458.5
ODR2O56,2024-12-03,236573.2
ODR2O56,2024-12-18,239544.7
ODR2O56,2024-12-26,241607.0
ODR2O56,2024-12-29,242486.9
ODR2O56,2025-01-12,246077.1
ODR2O56,2025-01-29,250421.2
ODR2O56,2025-02-08,252705.7
ODR2O56,2025-03-09,259068.3
ODR2O56,2025-03-11,259709.0
ODR2O56,2025-03-17,261282.5
ODR2O56,2025-03-27,263202.7
ODR2O56,2025-04-07,265754.8
ODR2O56,2025-04-09,266242.5
ODR2O56,2025-04-11,266837.6
ODR2O56,2025-04-14,267375.4
ODR2O56,2025-04-20,268681.1
ODR2O56,2025-04-23,269188.6
ODR2O56,2025-05-10,272895.1
ODR2O56,2025-05-20,275060.2
ODR2O56,2025-05-22,275635.0
ODR2O56,2025-06-01,277804.5
ODR2O56,2025-06-11,279479.3
ODR2O56,2025-06-16,280845.3
ODR2O56,2025-07-11,286171.0
ODR2O56,2025-07-19,287344.0
ODR2O56,2025-07-23,288133.6
ODR2O56,2025-07-30,289074.3
ODR2O56,2025-08-05,290602.8
ODR2O56,2025-08-06,290879.0
ODR2O56,2025-08-07,291093.5
ODR2O56,2025-08-10,291665.9
ODR2O56,2025-08-13,292206.7
ODR2O56,2025-08-26,294867.3
ODR2O56,2025-09-02,296514.4
ODR2O56,2025-09-04,297046.2
ODR2O56,2025-09-18,299567.0
ODR2O56,2025-09-21,299844.9
ODR2O56,2025-09-24,300323.3
ODR2O56,2025-09-26,300807.4
ODR2O56,2025-10-03,302595.3
ODR2O56,2025-10-06,303203.9
ODR2O56,2025-10-09,304025.0
ODR2O56,2025-10-21,306046.2
ODR2O56,2025-10-28,307497.9
ODR2O56,2025-11-02,308350.4
ODR2O56,2025-11-03,308662.0
ODR2O56,2025-11-21,312958.8
ODR2O56,2025-11-23,313442.7
ODR2O56,2025-11-28,314747.0
ODR2O56,2025-12-09,317121.0
ODR2O56,2025-12-16,318607.1
ODR2O56,2025-12-18,319138.8
ODR2O56,2025-12-26,320568.5
ODR2O56,2026-01-05,322899.2
ODR2O56,2026-01-08,323644.5
ODR2O56,2026-01-12,324804.2
ODR2O56,2026-01-18,326088.5
ODR2O56,2026-01-24,327771.6
ODR2O56,2026-01-30,329136.2
ODR2O56,2026-02-03,329889.5
ODR2O56,2026-02-04,330148.0
ODR2O56,2026-02-10,330880.9
ODR2O56,2026-02-17,332076.9
ODR2O56,2026-02-18,332334.2
ODR2O56,2026-03-29,342117.4
ODR2O56,2026-03-31,342114.0
ODR2O56,2026-04-01,342123.8
ODR2O56,2026-04-28,346807.0
ODR2O56,2026-05-04,348087.0
ODR2O56,2026-05-17,350690.0
ODR2O56,2026-05-23,351956.0
ODR2O56,2026-05-25,352430.5
ODR2O56,2026-05-31,353853.0
OOH6I16,2024-01-06,179745.2
OOH6I16,2024-01-08,179992.5
OOH6I16,2024-01-19,181172.0
OOH6I16,2024-01-23,181421.5
OOH6I16,2024-01-29,181891.9
OOH6I16,2024-02-02,182028.8
OOH6I16,2024-02-04,182012.1
OOH6I16,2024-02-22,183720.8
OOH6I16,2024-03-05,184724.6
OOH6I16,2024-03-16,185896.9
OOH6I16,2024-03-23,186481.0
OOH6I16,2024-03-27,186952.7
OOH6I16,2024-04-05,187634.9
OOH6I16,2024-04-14,188593.6
OOH6I16,2024-04-23,189503.4
OOH6I16,2024-05-05,190786.1
OOH6I16,2024-05-13,191552.1
OOH6I16,2024-05-15,191772.6
OOH6I16,2024-05-22,192359.6
OOH6I16,2024-05-29,192914.4
OOH6I16,2024-06-01,193161.0
OOH6I16,2024-06-10,194126.8
OOH6I16,2024-06-11,194260.9
OOH6I16,2024-06-22,195379.3
OOH6I16,2024-07-02,196447.4
OOH6I16,2024-07-08,197142.6
OOH6I16,2024-07-12,197593.3
OOH6I16,2024-07-14,197837.3
OOH6I16,2024-07-27,198806.2
OOH6I16,2024-08-01,199205.6
OOH6I16,2024-08-06,199680.5
OOH6I16,2024-08-16,200388.7
OOH6I16,2024-09-03,202104.5
OOH6I16,2024-09-11,202940.9
OOH6I16,2024-09-16,203282.1
OOH6I16,2024-10-04,205159.3
OOH6I16,2024-10-05,205292.3
OOH6I16,2024-10-06,205398.8
OOH6I16,2024-11-09,208689.0
OOH6I16,2024-11-12,209087.0
OOH6I16,2024-11-13,209186.5
OOH6I16,2024-11-22,209913.4
OOH6I16,2024-11-28,210634.2
OOH6I16,2024-12-09,211683.9
OOH6I16,2024-12-16,212208.5
OOH6I16,2024-12-18,212326.7
OOH6I16,2024-12-21,212640.6
OOH6I16,2024-12-31,213795.3
OOH6I16,2025-01-04,214336.8
OOH6I16,2025-01-07,214566.8
OOH6I16,2025-01-21,216141.0
OOH6I16,2025-01-26,216596.1
OOH6I16,2025-01-29,216977.8
OOH6I16,2025-01-31,217084.2
OOH6I16,2025-02-04,217446.6
OOH6I16,2025-02-06,217690.8
OOH6I16,2025-02-13,218052.9
OOH6I16,2025-02-16,218317.3
OOH6I16,2025-02-24,219319.1
OOH6I16,2025-02-26,219561.9
OOH6I16,2025-02-27,219694.2
OOH6I16,2025-03-03,219915.1
OOH6I16,2025-03-30,222685.0
OOH6I16,2025-03-31,222681.9
OOH6I16,2025-04-14,223983.0
OOH6I16,2025-04-15,223988.1
OOH6I16,2025-04-18,224234.9
OOH6I16,2025-04-22,224560.5
OOH6I16,2025-06-27,230854.0
OOH6I16,2025-07-09,231470.3
OOH6I16,2025-07-12,231594.9
OOH6I16,2025-08-09,234504.0
OOH6I16,2025-08-10,234619.7
OOH6I16,2025-08-15,235003.9
OOH6I16,2025-08-19,235260.5
OOH6I16,2025-08-27,235842.4
OOH6I16,2025-09-01,236430.1
OOH6I16,2025-09-13,237724.7
OOH6I16,2025-09-16,237719.1
OOH6I16,2025-09-23,238232.8
OOH6I16,2025-10-16,240558.7
OOH6I16,2025-10-23,241424.1
OOH6I16,2025-11-01,242330.5
OOH6I16,2025-11-04,242716.5
OOH6I16,2025-11-07,243057.1
OOH6I16,2025-11-18,244035.8
OOH6I16,2025-12-01,245323.4
OOH6I16,2025-12-02,245442.3
OOH6I16,2025-12-03,245443.5
OOH6I16,2025-12-06,245782.2
OOH6I16,2025-12-20,246986.6
OOH6I16,2025-12-29,247563.7
OOH6I16,2025-12-31,247809.7
OOH6I16,2026-01-05,248064.6
OOH6I16,2026-01-13,248785.7
OOH6I16,2026-01-24,250014.1
OOH6I16,2026-02-04,251317.3
OOH6I16,2026-02-24,253418.4
OOH6I16,2026-02-26,253707.2
OOH6I16,2026-03-16,255456.9
OOH6I16,2026-03-28,256802.8
OOH6I16,2026-04-06,257543.5
OOH6I16,2026-04-09,257793.7
OOH6I16,2026-04-28,259233.5
OOH6I16,2026-05-07,260063.3
OOH6I16,2026-05-20,261495.6
OOH6I16,2026-05-27,262021.7
OXA8A75,2024-01-08,122235.8
OXA8A75,2024-01-09,122232.9
OXA8A75,2024-01-23,125675.0
OXA8A75,2024-01-27,126810.0
OXA8A75,2024-02-17,131982.8
OXA8A75,2024-02-20,132834.0
OXA8A75,2024-02-24,133898.1
OXA8A75,2024-03-06,136360.8
OXA8A75,2024-03-14,138190.1
OXA8A75,2024-03-18,139266.3
OXA8A75,2024-03-25,140950.2
OXA8A75,2024-04-15,145666.0
OXA8A75,2024-04-22,147365.0
OXA8A75,2024-04-24,147663.0
OXA8A75,2024-04-29,148978.4
OXA8A75,2024-05-06,150601.2
OXA8A75,2024-05-12,152122.1
OXA8A75,2024-05-18,153269.4
OXA8A75,2024-06-05,157198.9
OXA8A75,2024-06-17,159698.7
OXA8A75,2024-06-23,161033.4
OXA8A75,2024-07-01,162845.8
OXA8A75,2024-07-03,162988.3
OXA8A75,2024-07-13,164358.9
OXA8A75,2024-07-14,164598.7
OXA8A75,2024-07-15,164781.3
OXA8A75,2024-07-28,167099.1
OXA8A75,2024-08-22,172279.0
OXA8A75,2024-08-27,173153.8
OXA8A75,2024-08-28,173155.2
OXA8A75,2024-09-05,175002.3
OXA8A75,2024-09-06,175008.4
OXA8A75,2024-09-10,176020.0
OXA8A75,2024-09-11,176258.0
OXA8A75,2024-09-30,180313.2
OXA8A75,2024-10-01,180525.7
OXA8A75,2024-10-13,183493.2
OXA8A75,2024-10-22,185359.8
OXA8A75,2024-10-30,187275.3
OXA8A75,2024-11-04,188042.4
OXA8A75,2024-11-09,189035.5
OXA8A75,2024-11-16,190721.9
OXA8A75,2024-12-01,194641.7
OXA8A75,2024-12-06,195667.2
OXA8A75,2024-12-28,199721.2
OXA8A75,2024-12-30,200346.9
OXA8A75,2025-01-03,201318.1
OXA8A75,2025-01-04,201609.9
OXA8A75,2025-01-07,202378.3
OXA8A75,2025-01-24,206488.5
OXA8A75,2025-01-31,208025.3
OXA8A75,2025-02-01,208277.7
OXA8A75,2025-02-02,208520.6
OXA8A75,2025-02-09,209823.4
OXA8A75,2025-02-14,210968.0
OXA8A75,2025-02-20,212574.9
OXA8A75,2025-03-04,215649.6
OXA8A75,2025-03-06,216151.8
OXA8A75,2025-03-12,217449.7
OXA8A75,2025-04-05,222687.8
OXA8A75,2025-04-06,222874.8
OXA8A75,2025-04-10,223786.4
OXA8A75,2025-04-14,224794.2
OXA8A75,2025-05-06,229400.8
OXA8A75,2025-05-07,229632.8
OXA8A75,2025-05-08,229935.2
OXA8A75,2025-05-16,231725.4
OXA8A75,2025-05-25,233890.5
OXA8A75,2025-05-26,233895.1
OXA8A75,2025-06-07,236666.4
OXA8A75,2025-06-16,238530.5
OXA8A75,2025-06-17,238790.1
OXA8A75,2025-06-20,239622.8
OXA8A75,2025-06-24,240438.8
OXA8A75,2025-06-26,240868.3
OXA8A75,2025-07-01,242189.4
OXA8A75,2025-07-13,244555.9
OXA8A75,2025-07-22,246561.5
OXA8A75,2025-07-26,247245.1
OXA8A75,2025-07-27,247486.0
OXA8A75,2025-08-13,251351.4
OXA8A75,2025-08-15,251834.3
OXA8A75,2025-09-01,255629.9
OXA8A75,2025-09-05,256802.5
OXA8A75,2025-09-08,257253.9
OXA8A75,2025-09-21,260220.3
OXA8A75,2025-09-23,260658.5
OXA8A75,2025-09-24,260845.1
OXA8A75,2025-10-14,264867.3
OXA8A75,2025-10-21,266453.9
OXA8A75,2025-10-23,266949.7
OXA8A75,2025-10-26,267679.9
OXA8A75,2025-11-15,273040.0
OXA8A75,2025-12-18,280754.9
OXA8A75,2026-01-08,285815.2
OXA8A75,2026-01-14,286983.6
OXA8A75,2026-01-29,290413.5
OXA8A75,2026-02-01,290964.6
OXA8A75,2026-02-03,291443.3
OXA8A75,2026-02-04,291649.1
OXA8A75,2026-02-07,292448.4
OXA8A75,2026-02-10,293231.9
OXA8A75,2026-02-16,294684.1
OXA8A75,2026-02-17,294996.2
OXA8A75,2026-02-27,296805.1
OXA8A75,2026-03-12,299588.8
OXA8A75,2026-03-19,301440.0
OXA8A75,2026-03-25,302677.7
OXA8A75,2026-04-03,304396.8
OXA8A75,2026-04-13,306893.2
OXA8A75,2026-04-16,307620.3
OXA8A75,2026-04-27,309962.8
OXA8A75,2026-05-08,312065.6
OXA8A75,2026-05-11,312547.2
OXA8A75,2026-05-12,312808.4
OXA8A75,2026-05-28,316410.0
OYZ2J69,2024-01-02,178959.6
OYZ2J69,2024-01-07,179626.6
OYZ2J69,2024-02-12,187628.6
OYZ2J69,2024-02-16,188594.2
OYZ2J69,2024-02-17,188858.7
OYZ2J69,2024-02-25,190307.2
OYZ2J69,2024-03-03,191687.9
OYZ2J69,2024-03-12,193096.3
OYZ2J69,2024-03-15,193564.1
OYZ2J69,2024-03-23,195399.2
OYZ2J69,2024-03-26,196127.0
OYZ2J69,2024-04-03,197809.9
OYZ2J69,2024-04-11,199968.1
OYZ2J69,2024-04-26,202785.7
OYZ2J69,2024-05-07,205193.2
OYZ2J69,2024-05-09,205713.4
OYZ2J69,2024-05-10,205950.0
OYZ2J69,2024-05-14,207047.9
OYZ2J69,2024-06-09,212001.1
OYZ2J69,2024-06-20,214157.7
OYZ2J69,2024-06-26,214931.6
OYZ2J69,2024-06-27,215247.2
OYZ2J69,2024-07-04,216507.6
OYZ2J69,2024-07-06,217028.7
OYZ2J69,2024-07-09,217567.0
OYZ2J69,2024-07-14,218787.3
OYZ2J69,2024-07-23,220820.4
OYZ2J69,2024-07-24,221046.6
OYZ2J69,2024-07-25,221371.4
OYZ2J69,2024-08-13,225565.8
OYZ2J69,2024-08-16,226465.5
OYZ2J69,2024-08-20,226969.4
OYZ2J69,2024-08-23,227498.7
OYZ2J69,2024-09-09,230628.7
OYZ2J69,2024-09-14,230858.1
OYZ2J69,2024-09-15,231166.5
OYZ2J69,2024-09-18,231691.1
OYZ2J69,2024-09-30,234222.7
OYZ2J69,2024-10-02,234754.1
OYZ2J69,2024-10-21,237693.1
OYZ2J69,2024-10-22,237965.9
OYZ2J69,2024-10-27,238901.0
OYZ2J69,2024-11-09,240655.7
OYZ2J69,2024-11-10,241029.3
OYZ2J69,2024-11-15,242217.5
OYZ2J69,2024-11-24,244023.3
OYZ2J69,2024-11-28,244333.9
OYZ2J69,2024-12-03,245033.8
OYZ2J69,2024-12-07,245812.7
OYZ2J69,2024-12-08,246114.6
OYZ2J69,2025-01-02,250514.2
OYZ2J69,2025-01-07,251677.9
OYZ2J69,2025-01-09,252127.2
OYZ2J69,2025-01-10,252351.1
OYZ2J69,2025-01-21,254722.6
OYZ2J69,2025-02-16,260412.6
OYZ2J69,2025-02-20,261524.4
OYZ2J69,2025-03-11,264742.8
OYZ2J69,2025-03-13,265198.9
OYZ2J69,2025-03-14,265191.5
OYZ2J69,2025-03-15,265372.3
OYZ2J69,2025-03-18,265886.4
OYZ2J69,2025-04-06,269515.0
OYZ2J69,2025-04-12,271054.7
OYZ2J69,2025-04-14,271603.5
OYZ2J69,2025-04-16,272048.0
OYZ2J69,2025-04-18,272318.6
OYZ2J69,2025-04-21,272827.7
OYZ2J69,2025-05-07,276536.9
OYZ2J69,2025-05-08,276769.3
OYZ2J69,2025-05-11,277261.3
OYZ2J69,2025-05-18,278481.4
OYZ2J69,2025-06-16,284125.2
OYZ2J69,2025-06-18,284631.5
OYZ2J69,2025-06-21,285025.6
OYZ2J69,2025-06-22,285361.4
OYZ2J69,2025-07-14,289990.4
OYZ2J69,2025-07-25,292822.3
OYZ2J69,2025-07-29,293352.7
OYZ2J69,2025-08-05,294621.8
OYZ2J69,2025-08-16,296429.6
OYZ2J69,2025-08-18,296937.9
OYZ2J69,2025-08-21,297440.4
OYZ2J69,2025-08-23,297942.8
OYZ2J69,2025-08-24,298165.3
OYZ2J69,2025-08-29,298791.1
OYZ2J69,2025-09-03,299648.4
OYZ2J69,2025-09-10,300755.0
OYZ2J69,2025-09-27,303746.2
OYZ2J69,2025-10-12,306474.8
OYZ2J69,2025-10-20,308105.1
OYZ2J69,2025-10-27,309548.9
OYZ2J69,2025-11-19,313686.3
OYZ2J69,2025-11-20,313888.9
OYZ2J69,2025-11-24,314979.1
OYZ2J69,2025-11-26,315457.2
OYZ2J69,2025-11-27,315458.6
OYZ2J69,2025-12-01,316379.9
OYZ2J69,2025-12-06,316919.7
OYZ2J69,2025-12-27,320489.5
OYZ2J69,2026-01-20,324478.7
OYZ2J69,2026-01-22,324756.7
OYZ2J69,2026-02-02,327198.7
OYZ2J69,2026-02-04,327487.1
OYZ2J69,2026-03-02,332219.9
OYZ2J69,2026-04-02,338555.0
OYZ2J69,2026-04-04,339023.2
OYZ2J69,2026-04-05,339331.2
OYZ2J69,2026-04-08,340016.5
OYZ2J69,2026-04-12,340717.3
OYZ2J69,2026-04-20,342483.6
OYZ2J69,2026-05-04,345930.8
OYZ2J69,2026-05-05,346215.8
OYZ2J69,2026-05-09,346791.4
OYZ2J69,2026-05-14,347722.2
OYZ2J69,2026-05-22,348692.2
PHV2Z61,2024-01-05,75637.0
PHV2Z61,2024-01-08,76172.8
PHV2Z61,2024-01-13,77309.3
PHV2Z61,2024-01-14,77606.4
PHV2Z61,2024-01-15,77606.3
PHV2Z61,2024-01-22,79403.9
PHV2Z61,2024-01-24,79913.4
PHV2Z61,2024-02-04,82623.0
PHV2Z61,2024-02-17,85319.8
PHV2Z61,2024-02-24,87066.4
PHV2Z61,2024-02-25,87320.3
PHV2Z61,2024-03-07,89238.4
PHV2Z61,2024-03-21,91582.2
PHV2Z61,2024-03-24,92081.9
PHV2Z61,2024-03-26,92588.6
PHV2Z61,2024-03-27,92589.6
PHV2Z61,2024-04-08,94932.3
PHV2Z61,2024-04-19,97754.8
PHV2Z61,2024-04-28,99669.6
PHV2Z61,2024-04-30,100165.8
PHV2Z61,2024-05-13,103220.9
PHV2Z61,2024-05-16,103964.1
PHV2Z61,2024-05-18,104552.0
PHV2Z61,2024-05-23,105665.6
PHV2Z61,2024-06-08,109415.1
PHV2Z61,2024-06-14,110821.1
PHV2Z61,2024-06-19,111829.5
PHV2Z61,2024-06-20,112096.8
PHV2Z61,2024-07-08,115836.6
PHV2Z61,2024-07-12,116517.5
PHV2Z61,2024-07-23,118531.3
PHV2Z61,2024-07-27,119515.2
PHV2Z61,2024-08-06,121290.4
PHV2Z61,2024-08-10,122343.9
PHV2Z61,2024-08-16,123794.2
PHV2Z61,2024-08-29,126111.5
PHV2Z61,2024-09-03,126860.6
PHV2Z61,2024-09-04,127141.1
PHV2Z61,2024-09-07,127944.2
PHV2Z61,2024-09-23,132291.1
PHV2Z61,2024-10-01,134159.7
PHV2Z61,2024-10-11,136227.6
PHV2Z61,2024-10-13,136790.6
PHV2Z61,2024-10-21,138668.9
PHV2Z61,2024-10-27,140283.5
PHV2Z61,2024-11-02,141702.6
PHV2Z61,2024-11-07,142695.4
PHV2Z61,2024-11-08,142690.9
PHV2Z61,2024-11-11,143523.1
PHV2Z61,2024-11-19,145299.9
PHV2Z61,2024-11-24,146372.7
PHV2Z61,2024-11-27,146840.6
PHV2Z61,2024-12-08,149468.9
PHV2Z61,2024-12-15,151039.0
PHV2Z61,2024-12-19,152138.7
PHV2Z61,2025-01-07,156806.0
PHV2Z61,2025-02-09,164226.2
PHV2Z61,2025-02-11,164728.4
PHV2Z61,2025-02-13,165324.9
PHV2Z61,2025-02-15,165590.4
PHV2Z61,2025-02-18,166108.8
PHV2Z61,2025-03-01,169031.2
PHV2Z61,2025-03-10,171423.5
PHV2Z61,2025-03-14,172454.4
PHV2Z61,2025-03-16,172949.8
PHV2Z61,2025-03-17,173189.6
PHV2Z61,2025-03-31,176195.2
PHV2Z61,2025-04-06,177238.6
PHV2Z61,2025-04-08,177755.0
PHV2Z61,2025-04-10,178225.6
PHV2Z61,2025-04-20,180556.9
PHV2Z61,2025-04-25,181838.8
PHV2Z61,2025-04-29,182499.9
PHV2Z61,2025-05-03,183523.7
PHV2Z61,2025-06-06,190183.1
PHV2Z61,2025-06-15,192348.8
PHV2Z61,2025-07-01,195560.9
PHV2Z61,2025-07-10,197299.7
PHV2Z61,2025-07-13,197587.5
PHV2Z61,2025-07-16,198161.6
PHV2Z61,2025-08-03,202524.0
PHV2Z61,2025-08-14,204658.6
PHV2Z61,2025-09-01,208267.8
PHV2Z61,2025-09-15,210765.5
PHV2Z61,2025-09-20,211951.1
PHV2Z61,2025-09-25,212692.5
PHV2Z61,2025-09-26,212960.4
PHV2Z61,2025-10-10,216555.9
PHV2Z61,2025-10-13,217030.5
PHV2Z61,2025-10-19,217864.9
PHV2Z61,2025-10-20,218128.8
PHV2Z61,2025-10-31,220960.1
PHV2Z61,2025-11-03,221788.8
PHV2Z61,2025-11-05,222353.2
PHV2Z61,2025-11-07,222901.7
PHV2Z61,2025-11-18,225271.0
PHV2Z61,2025-12-04,228598.5
PHV2Z61,2025-12-07,229363.6
PHV2Z61,2025-12-14,230630.9
PHV2Z61,2025-12-22,232524.3
PHV2Z61,2025-12-29,233063.9
