Credit_Score,Idade,Tempo_Credito,Balanco,Qtd_Produtos,Possui_Cartao,Membro_Ativo,Salario_Anual,Genero_encoded,Pais_GERMANY,Pais_SPAIN
681,49.775400527447005,7,106901.7558378118,1,1.0,0.3146167106205836,1011687.0,1,1,0
712,54.504705772738255,8,118027.29586241442,1,1.0,0.0,1011687.0,1,1,0
680,42.86897812263586,8,104065.25612414886,1,1.0,0.0,1104068.2426468546,0,0,0
671,43.667489669174735,3,118282.61124308013,2,1.0,0.666255165412634,1011687.0,0,1,0
604,48.96006903306843,3,0.0,1,1.0,0.6799769889771914,1011687.0,0,0,1
699,38.009755283468806,6,131842.03913853105,1,1.0,0.0,1011687.0,0,1,0
613,47.785539483620106,4,0.0,1,1.0,0.0,7168448.706508861,0,0,0
721,49.03119748516045,2,107366.61089148946,1,1.0,0.8385329141934085,6251992.988460946,0,0,0
793,51.614739572708416,2,0.0,1,0.8073697863542069,0.19263021364579314,1011687.0,1,0,1
688,44.77413382204172,1,0.0,1,0.2956889703402864,0.2956889703402864,10787332.592691472,0,0,0
568,46.650439143250395,9,0.0,1,1.0,0.918695107093701,18798687.82860735,0,0,0
656,44.71580822794771,6,0.0,1,1.0,0.0,18059869.87972604,1,0,0
675,48.72302468334309,4,93610.60913046876,1,1.0,0.448201645556206,1011687.0,0,1,0
726,30.057202302726502,2,0.0,1,0.0,0.5286011513632505,1011687.0,0,0,0
557,61.51930625881299,1,0.0,1,1.0,0.0,1011687.0,0,0,1
652,48.4796797890161,1,123019.26791899641,1,1.0,1.0,17666147.00661447,0,0,0
594,50.0,5,114327.59,2,1.0,0.0,1011687.0,0,1,0
753,35.33992077206788,4,0.0,1,1.0,0.0,1011687.0,0,0,1
726,29.043540182612286,1,0.0,1,1.0,0.0,1011687.0,0,0,0
495,55.149639065788946,8,127154.96725532282,3,0.8357658477444365,0.0,1011687.0,0,1,0
662,46.912487693081964,8,114088.562713858,1,1.0,0.0,1011687.0,0,1,0
749,55.548952314053366,9,0.0,1,1.0,1.0,1011687.0,1,0,1
754,38.71434998735828,6,0.0,1,1.0,0.0,1011687.0,0,0,1
616,52.46766805184318,7,0.0,1,0.0,1.0,13805221.086609142,0,0,0
530,46.96557504089487,7,138503.6635353176,1,1.0,0.9913937602237176,1011687.0,0,1,0
746,32.32409736132663,6,136496.12,1,1.0,0.38227180552476725,1011687.0,1,0,0
640,30.17217852089484,2,80963.73644073572,1,0.021522315111855095,0.0,1011687.0,0,0,0
692,42.23234988997615,0,0.0,1,0.046469977995229006,0.0,14072456.6112735,0,0,0
588,23.076824602777254,7,0.0,2,1.0,0.0,1011687.0,1,0,0
648,45.534130187983614,3,0.0,1,1.0,0.8447100626612051,5474645.265583782,1,0,0
624,52.774909499345405,5,0.0,1,1.0,0.0,18940456.71431065,0,0,0
613,49.95388455425054,4,116927.9834921342,2,1.0,0.0,1011687.0,0,1,0
618,36.81302622260169,5,0.0,1,1.0,0.0,8889075.0,0,0,0
639,40.45663292051432,8,0.0,1,0.2469023514653086,0.0,5358655.287712259,0,0,0
713,39.80597003502579,4,148386.841217715,1,0.6990049941623687,0.6990049941623687,1011687.0,0,1,0
496,29.479805804465308,3,0.0,1,1.0,0.0,1011687.0,1,0,0
615,33.70850975614572,5,127585.98,1,1.0,0.24407282230653216,1011687.0,0,0,0
598,45.0,8,0.0,2,1.0,0.0,1011687.0,0,0,1
567,58.32398435450855,6,0.0,1,1.0,0.0,14665120.034126151,0,0,0
640,47.57481761361135,2,133521.55053753903,1,0.4041970643981081,0.0,1011687.0,0,0,0
587,52.638541147273536,3,0.0,2,1.0,0.0,2840779.860875357,0,0,0
680,46.26173128627356,4,152997.20501040775,1,1.0,0.06543282156838881,1011687.0,0,1,0
545,52.674235987520774,4,93463.0859344151,1,0.23917656964582446,0.0,15395814.636436258,1,0,0
647,36.0,3,129747.9283872186,1,1.0,0.17779441319277223,1011687.0,0,1,0
639,38.89260582979272,7,0.0,1,0.578521165958544,0.0,13166738.648498023,0,0,0
648,52.88551466748653,6,0.0,1,1.0,0.6979306667837901,13686489.36065046,0,0,0
607,49.98622765677341,2,115747.04860207476,2,0.9954092189244698,0.0,1011687.0,0,0,0
678,32.68113891232059,4,116313.86894184655,1,1.0,0.43962036255980386,1011687.0,0,1,0
615,49.73787553180787,5,0.0,2,1.0,0.0,999901.3612692205,0,0,0
663,41.80712431357107,3,0.0,1,1.0,0.1928756864289265,11392731.704343826,1,0,0
556,39.1786416427034,8,0.0,1,0.09902916557742725,0.9009708344225728,13804908.662052313,0,0,0
654,28.74506135114203,3,153313.6054489587,1,1.0,0.0,1011687.0,0,0,0
597,43.69079555709974,1,114681.60385050335,2,0.65460222145013,0.0,1011687.0,0,1,0
679,70.38370471312656,2,0.0,1,1.0,0.9813243852462595,13460093.327677868,0,0,0
574,34.96861372920642,1,144815.60262175932,1,0.48430686460320715,0.0,1011687.0,0,0,0
741,53.335946032832375,1,0.0,1,0.33594603283237756,0.0,1011687.0,0,0,1
683,48.060907416013805,6,0.0,1,0.0304537080069035,0.9695462919930965,607203.3412021976,0,0,0
561,49.166304599913204,2,0.0,2,0.37875496362847305,0.37875496362847305,7575281.639452503,0,0,0
550,47.605037077190936,1,126772.5960377099,1,1.0,0.0789925845618128,1011687.0,1,1,0
653,46.62789122707306,6,0.0,1,1.0,0.31394561353652695,814195.4857261482,0,0,0
655,45.5562216548255,4,58771.873049677146,1,1.0,1.0,6265785.4494853085,0,0,0
737,51.0,6,0.0,1,1.0,0.06727952246042646,12754654.299736181,0,0,0
508,46.820861035105864,4,143635.01717702075,1,0.8315515764436952,0.16844842355630485,1011687.0,0,1,0
645,40.0,3,128364.80894525975,2,1.0,0.5519764327721316,1011687.0,0,1,0
681,27.00094771632249,4,56759.920309560795,2,1.0,1.0,1011687.0,0,0,0
615,38.34298022684102,4,0.0,1,1.0,0.0,1558006.2521260672,0,0,0
652,45.0,5,0.0,2,0.48758179537707846,0.0,1011687.0,0,0,1
850,77.06850970757391,6,0.0,1,0.2069205417066362,0.2069205417066362,1011687.0,0,0,1
690,51.657437827035494,9,0.0,1,1.0,0.4907389513508531,17962019.30145964,0,0,0
615,42.738171875226875,6,124073.2423023602,1,1.0,0.4523656249546246,13193225.0127092,0,0,0
636,59.99387323698047,7,141581.70494153927,1,1.0,0.0,1011687.0,0,1,0
594,42.47209386124663,6,166948.31566654655,1,0.17596871291779126,0.17596871291779126,1011687.0,0,1,0
682,43.89053619164438,4,120986.91495896221,1,1.0,1.0,8313894.196913655,0,0,0
654,50.95856227427274,4,137145.12386752106,3,1.0,0.0,1011687.0,0,1,0
640,43.476680651498064,0,0.0,1,0.47668065149806615,0.0,9298168.240950122,0,0,0
660,44.170452977862006,6,90550.76080823042,1,0.4147735110689965,0.0,1011687.0,1,1,0
610,45.99888638672655,5,109383.43182026054,1,0.5455557830248594,0.0,1104726.2232468205,0,0,0
633,51.99636765308551,6,0.0,1,1.0,0.12545404336431132,16343345.772032995,0,0,0
593,51.19178484918888,6,113059.28028901061,1,0.0,0.5252567234628477,1011687.0,0,1,0
753,36.669644460957656,8,128901.41248697703,1,0.5825888847605856,1.0,1011687.0,0,0,0
835,44.10182283894684,4,102775.62017588034,1,1.0,0.0,1011687.0,1,0,0
665,39.38893261148647,8,114588.94668147076,1,0.0,0.0,15890951.416240804,0,0,0
589,60.755176719284776,5,0.0,1,1.0,0.0,13268090.309070233,0,0,0
711,52.466012758897044,4,0.0,1,0.49800075052335546,0.49800075052335546,5789858.0,0,0,0
627,56.698295321989725,4,0.0,1,1.0,0.337286915248716,17991375.869531795,0,0,0
526,52.121098873205796,5,156679.6700608879,1,1.0,0.0,1011687.0,0,1,0
678,36.371626832573384,3,97761.76093512206,1,1.0,0.0,1011687.0,0,1,0
678,49.608308386089966,7,124050.95370662042,1,1.0,0.6958458069550164,1011687.0,0,1,0
678,40.846752376378966,2,118616.63560431304,1,1.0,0.28225079212632265,1011687.0,0,1,0
679,29.62313877132061,5,141244.67274787108,1,0.10820925142137383,0.8917907485786262,1011687.0,0,0,0
648,50.860895827446576,8,0.0,1,0.0,0.620298609148858,1011687.0,0,0,1
684,32.557212123414146,9,124575.10115150634,1,0.44278787658585617,0.0,1011687.0,0,0,0
527,37.300005185719385,5,96312.22020607602,1,0.15000259285969197,0.849997407140308,3151072.6388792247,0,0,0
665,42.24744895198156,8,0.0,2,1.0,0.0,16703269.616581542,0,0,0
681,46.75251104666164,4,90426.80821874847,1,1.0,0.0,1011687.0,0,1,0
673,44.471544555636584,6,133605.1351135062,1,0.5014976549664956,0.5014976549664956,1011687.0,0,1,0
672,46.36434441858877,5,140133.30100074713,1,1.0,0.5785767653262517,1011687.0,0,1,0
843,34.54967822960368,5,0.0,1,0.11258044259908118,0.0,1011687.0,0,0,0
633,62.535684404829844,2,0.0,1,0.3022969855417913,1.0,14251635.0,1,0,0
636,46.752362693310175,5,131398.34062253387,1,0.9059546633362283,1.0,1011687.0,0,1,0
642,41.209375814849196,2,131692.98703186112,1,1.0,1.0,1011687.0,0,1,0
698,36.47544081697844,1,124636.80661216786,1,0.8251469389928129,1.0,1011687.0,0,0,0
696,45.694361805183654,1,144961.97,1,1.0,0.7537092129877564,1011687.0,0,1,0
513,40.11692677737352,5,0.0,1,1.0,0.0,16252366.0,1,0,0
620,53.65326015065612,3,107978.86721748774,1,1.0,0.3352485499062684,1011687.0,0,0,0
648,37.0,5,123041.31034658982,1,1.0,0.0,1011687.0,1,1,0
713,40.30338343331572,3,0.0,1,0.25593149259063575,0.7440685074093643,7299137.499790315,0,0,0
589,31.329443256936013,7,117231.58280712759,1,1.0,0.0,1011687.0,0,1,0
505,33.82179041253409,6,125344.94030243093,1,1.0,0.0,1011687.0,1,0,0
748,39.88743085232723,8,127982.24819576423,2,1.0,0.0,1011687.0,0,1,0
537,41.71486226534346,0,137699.51311671291,3,1.0,0.0,1011687.0,0,1,0
649,47.922700693862915,6,0.0,1,1.0,0.5659071924187794,17095838.064775225,0,0,0
710,42.41559065578938,5,121845.36132032926,1,1.0,0.5093788160234023,3561698.9968171134,1,0,0
699,52.975750461160615,5,118342.16518430313,1,0.9878752305803077,0.9878752305803077,1011687.0,1,0,0
613,42.67858137971868,6,0.0,1,1.0,0.0,1879436.0,0,0,0
665,46.510039599415926,1,153563.90842700028,1,1.0,0.0,1011687.0,0,1,0
604,47.00094709528351,9,0.0,1,0.5832544087263745,0.0,18839150.677627698,0,0,0
730,45.674150942668504,8,0.0,2,0.6741509426685018,0.0,1011687.0,1,0,1
745,38.25134203308696,3,0.0,1,0.08342280220579701,0.0,13130031.66630879,0,0,0
636,43.454161967216095,3,0.0,1,1.0,1.0,1807936.7665426235,0,0,0
679,46.74728929727314,3,0.0,1,0.5824297657577135,0.41757023424228645,9371720.759240791,0,0,0
617,54.64498094449974,6,135320.85890972728,1,1.0,1.0,11081969.626556475,0,0,0
723,55.51572054774744,6,0.0,1,1.0,1.0,17684644.124249205,0,0,0
625,39.268645117635224,1,0.0,1,0.7479283202627531,0.25207167973724687,5586533.569867733,0,0,0
636,42.496269162810435,7,166884.13521365926,1,0.5037308371895625,0.5037308371895625,1011687.0,1,1,0
547,45.746768389783036,2,127765.32886441937,1,0.8748204660990574,0.0,1011687.0,0,0,1
537,42.57257384387325,0,132835.30306329188,1,1.0,0.11895217967722915,1011687.0,0,1,0
580,58.21489684629878,9,123336.00948209027,1,0.744985263756968,1.0,11703609.925658718,1,0,0
593,38.52270313752653,7,75687.97417717264,1,0.4575088320663707,0.5424911679336293,1011687.0,0,0,0
643,46.17454868870095,6,0.0,1,1.0,0.7650902622598099,12989245.548232976,1,0,0
610,36.0,7,135216.8,1,1.0,0.0,1011687.0,0,0,1
592,48.08416765581464,5,121533.05924826398,1,1.0,0.6947225519382121,1011687.0,1,1,0
613,41.809966701299714,2,0.0,1,1.0,0.0,12787562.992882084,0,0,0
674,50.48596587477404,3,99830.29645015603,2,1.0,0.5140341252259619,1011687.0,0,1,0
613,41.28211619533327,5,0.0,1,1.0,1.0,16982811.438480593,1,0,0
578,65.51508577923491,2,0.0,1,0.0,0.2474857034608483,10862156.42279194,0,0,0
746,41.68200289814871,2,123707.93396975857,1,1.0,0.15776487636168857,13876531.138893286,0,0,0
702,52.78328989664203,7,0.0,1,1.0,0.0,15134460.735313505,0,0,0
424,55.37243477597205,5,93009.53162984105,1,1.0,0.0620724626620095,12282911.58426507,0,0,0
654,32.22012650830067,1,0.0,1,1.0,0.7798734916993285,1011687.0,0,0,0
695,45.0,5,114749.87278991577,1,1.0,0.0,10584914.41457766,0,0,0
624,44.66493027844478,6,0.0,2,1.0,0.38324651392223885,11527238.94354078,1,0,0
646,41.94759360216636,6,129841.07357577833,1,1.0,0.0,1011687.0,0,1,0
725,52.74117275097406,4,138088.39595753586,1,1.0,0.5463232969358784,12592394.014123736,1,0,0
701,47.312900408035176,9,0.0,1,1.0,0.0,949527.3484757481,1,0,0
717,51.08883928824241,4,152081.38657314255,2,0.30085851628904514,0.6991414837109549,1011687.0,1,1,0
715,39.855957259808406,2,109647.04815927742,1,0.013094794562872325,0.013094794562872325,1011687.0,0,1,0
572,47.0,2,0.0,1,1.0,0.6956468001634339,1011687.0,0,0,1
627,35.17216418682939,3,118055.89514100757,1,1.0,0.8189863177642174,1011687.0,0,1,0
575,41.0,2,0.0,2,1.0,0.15423241629126694,45556.08172717778,1,0,0
576,41.135428254152274,1,0.0,1,0.007523791897348642,0.007523791897348642,705501.0458070737,1,0,0
632,48.335505129236715,5,123407.93416807427,1,1.0,0.0,8875446.941267235,0,0,0
630,50.57362568302001,3,121205.32116491803,1,0.20376775956856974,0.0,1011687.0,0,1,0
449,27.336882936990403,9,0.0,1,0.1909832767129147,0.8090167232870853,1011687.0,0,0,0
656,56.0,4,0.0,1,0.41235354007242275,0.0,1011687.0,0,0,1
601,44.409417826270435,7,118858.88473707522,1,1.0,1.0,6589632.946331434,0,0,0
723,49.342485534172894,7,133644.274411014,1,1.0,0.0,1011687.0,1,1,0
736,31.103638690694865,8,0.0,1,0.10363869069486442,1.0,1011687.0,0,0,1
760,40.625338918676995,2,135648.73445156743,1,0.6354449098897494,0.0,1011687.0,0,1,0
596,33.0,8,0.0,1,0.5463671002880477,0.0,1011687.0,1,0,0
647,52.661232747195754,4,0.0,1,1.0,0.7923459066005304,14669051.801106079,0,0,0
757,43.66533683210577,6,0.0,1,1.0,0.2217789440352569,1011687.0,0,0,1
625,50.16281781685515,5,163434.8734223276,1,0.47406290898885817,0.0,126493.45955473601,0,0,0
766,33.151183723771126,2,131955.01308310777,2,0.2829387587429577,0.2829387587429577,1011687.0,0,0,0
664,42.27088680407107,2,0.0,1,0.07943042525444177,0.9205695747455582,403816.05846624984,0,0,0
570,50.93190433561347,3,126433.21867272028,1,0.35340478321932645,0.0,1011687.0,0,0,0
514,36.22514662120357,5,0.0,1,0.10209555176696439,0.8979044482330356,1359322.0911892438,0,0,0
703,46.001707418518436,6,90971.83400682968,1,1.0,0.799658516296313,1011687.0,0,1,0
605,38.222130427435445,7,0.0,1,0.7778695725645581,0.22213042743544187,1011687.0,0,0,1
636,50.27395124542791,1,0.0,1,1.0,0.0,14554434.76282617,1,0,0
597,41.205263349189885,7,0.0,1,1.0,0.0,1011687.0,0,0,1
588,50.90956001856187,6,0.0,1,1.0,0.5452199907190669,16881668.093020085,0,0,0
642,32.06916137447244,5,172337.67240558984,1,0.0,0.0,1011687.0,0,0,0
576,42.14571828385107,2,134945.92002061513,2,1.0,0.0,1011687.0,0,1,0
626,51.806822500244266,1,123979.58968591945,1,1.0,1.0,17682800.94374196,0,0,0
749,46.7030287812767,8,117898.97902583994,1,0.042424459817614446,0.9575755401823856,1011687.0,1,0,0
622,44.826620037699,4,95546.08029566033,1,1.0,0.4133100188494997,13246876.0,0,0,0
692,44.346636927650486,6,129741.44725085371,1,1.0,0.0,1011687.0,0,1,0
639,45.684508605640396,3,115552.46980738336,1,1.0,0.34225430282019764,7146213.8831790835,0,0,0
697,38.833175789610074,1,171848.3958483,1,0.04170605259748128,0.0,1011687.0,0,0,0
568,47.86033780320586,1,0.0,1,1.0,0.0,6607111.739559686,0,0,0
610,40.802467817316085,7,160281.18638092242,1,1.0,0.0,9601915.469153613,0,0,0
716,42.58943791770531,6,98601.86817537218,1,0.0,1.0,1011687.0,0,1,0
722,52.88639826040374,8,0.0,1,1.0,0.0,18452424.388139278,0,0,0
641,41.81584024956132,7,107808.91433256147,1,0.39801996880483514,0.0,1011687.0,0,1,0
579,36.89999862394222,4,129861.32915037435,1,1.0,0.0,1011687.0,0,1,0
673,42.40193765623625,3,121730.48968747043,1,0.8598062343763748,0.0,13486350.540161528,0,0,0
647,44.051324677960444,5,159012.51217073444,1,1.0,0.0,14668715.327982811,0,0,0
683,40.16853485902399,3,0.0,1,0.5955049798605708,0.4044950201394292,10062277.514598828,1,0,0
595,41.8949173277392,6,133701.61537906903,2,0.947458663869599,1.0,1011687.0,0,1,0
684,37.5746694775871,4,0.0,2,1.0,0.6063326306032241,6908352.677839823,0,0,0
587,55.0,5,0.0,1,0.1867456651581333,0.0,6459307.0,1,0,0
720,50.77537753876397,3,0.0,1,0.5374370768726715,0.0,1734746.7726435903,1,0,0
651,44.28067259939883,2,0.0,1,0.7193274006011713,0.0,1011687.0,1,0,1
626,54.60666411933156,4,0.0,1,0.021851993370468725,0.0,1819479.902998391,0,0,0
607,30.400424663575087,5,102773.16062632707,1,1.0,0.21252654147344308,1011687.0,0,1,0
742,41.65630113328261,4,135842.41,1,1.0,0.0,1011687.0,1,1,0
686,57.0,4,173306.13,1,0.0,0.3588487426060809,1011687.0,0,0,1
565,47.58684501437879,6,144642.19320113366,1,0.0,0.0,1011687.0,1,1,0
705,47.67338609321429,4,0.0,1,1.0,0.0,15838485.828232877,0,0,0
633,58.427140242684715,2,0.0,2,0.0,0.5242865857717617,1011687.0,0,0,1
604,24.84748578128965,5,102962.33720213047,1,0.10867563419350867,0.8913243658064913,1011687.0,0,0,0
718,52.68982987690311,4,0.0,2,0.15508506154844415,0.0,4178022.103575272,0,0,0
645,42.087785286059315,3,61045.541965113676,1,0.5219463215148288,0.0,1011687.0,0,0,0
616,49.8793433634022,5,118717.01858655353,2,0.04310217833068475,0.0,1011687.0,0,1,0
581,37.65888522257085,7,0.0,1,0.0,0.0,1011687.0,0,0,1
556,57.34741432119059,5,0.0,1,0.9305171357618816,0.06948286423811845,4977836.20938841,0,0,0
610,39.56269746967654,3,123760.76746050606,1,1.0,0.0,1011687.0,0,0,0
650,51.15211151949192,1,104899.18557346196,1,0.0,0.0,7663773.849036522,0,0,0
609,30.356482377917228,2,133965.4856353702,2,1.0,0.0,1011687.0,0,0,0
687,47.32187869632584,2,120884.27717905828,1,0.7356242607348323,0.26437573926516766,1011687.0,0,1,0
609,59.51092648980833,5,107765.747747482,1,1.0,0.6046219370753468,2438237.5574340634,1,0,0
645,41.03755439364907,4,139464.16645416807,1,0.45795949033173344,0.5420405096682666,752941.1063205436,0,0,0
772,41.9782376728131,0,101979.20823982527,1,1.0,0.0,1011687.0,0,1,0
545,33.18579328315494,6,0.0,1,1.0,0.18579328315494126,1011687.0,0,0,1
542,49.208377691368966,0,137712.70167553826,3,1.0,0.0,1011687.0,0,1,0
782,39.123836950898095,6,117895.2113048555,1,1.0,0.8761630491019061,1011687.0,0,1,0
676,43.0,5,183606.35538224134,1,0.8203929737236386,0.17960702627636138,1011687.0,0,1,0
781,36.52277867213243,1,96784.78262036196,1,0.2954442655735138,0.2954442655735138,1011687.0,0,1,0
683,58.36547859434932,3,0.0,1,1.0,0.0,17137877.0,0,0,0
683,25.997851562976646,7,169541.61032550794,4,0.4442057292196272,0.5557942707803728,1011687.0,0,0,0
667,39.16628329036085,2,0.0,2,0.6042145887048939,0.0,6917682.173619231,0,0,0
634,43.36088686931209,4,129731.83048732404,2,1.0,0.0,9232357.498141013,0,0,0
626,38.536405018884736,6,122356.72742931984,2,0.0,0.0,1011687.0,0,0,0
724,49.22409331153465,6,0.0,1,0.42349416802908435,1.0,2995481.813146861,0,0,0
621,60.10076052387117,8,0.0,2,1.0,0.9625316884946323,2639349.735539512,0,0,0
561,37.27068381968609,2,0.0,1,0.8646580901569538,0.13534190984304617,1011687.0,0,0,1
619,52.52433369572277,7,0.0,2,1.0,0.5243336957227659,1011687.0,0,0,1
660,49.0,4,0.0,1,0.41543305810685327,0.41543305810685327,8994852.87723821,0,0,0
626,39.078120453350365,9,0.0,1,0.0,0.0,1011687.0,1,0,1
850,43.036916639754935,7,0.0,1,1.0,0.0,1011687.0,0,0,1
689,38.307302995241315,3,0.0,2,0.7115871255948356,0.0,6916484.110852613,0,0,0
657,40.35738796873104,8,0.0,1,1.0,0.0,10355800.68727289,0,0,0
734,35.20610257532154,4,122453.47338022073,1,1.0,0.0,1011687.0,0,0,0
738,55.62095582374364,7,132973.98197180388,3,0.0,1.0,16385501.12380489,0,0,0
847,44.56154430235632,4,81729.6468242902,1,0.9269240503927197,0.07307594960728026,1011687.0,0,1,0
552,46.297082736792646,1,0.0,1,0.05941654735852975,0.05941654735852975,17672547.698192373,1,0,0
621,29.67785569289937,6,0.0,1,0.8389278464496849,0.16107215355031512,1011687.0,0,0,0
663,41.8387518801965,6,130958.20681734134,1,1.0,0.0,1011687.0,1,0,0
630,58.10498532745247,3,129301.19670373855,1,0.127859238935362,0.0,1011687.0,0,1,0
548,41.65899399946753,6,114400.20370648344,1,0.5799627407210197,0.4200372592789803,1011687.0,1,1,0
685,30.31954348827375,4,0.0,1,0.8402282558631247,1.0,1011687.0,0,0,0
657,38.686903844905416,4,123872.27118410918,1,1.0,0.0,1011687.0,1,1,0
705,38.30936550562913,4,139972.82158909776,1,0.43645516854304356,0.0,1011687.0,0,1,0
599,49.270125807884185,7,113890.65618933347,1,0.27012580788418206,0.0,1011687.0,0,1,0
678,37.25594125465509,5,136878.69230494203,1,1.0,0.0,1011687.0,0,1,0
658,37.0,6,143611.23959423855,2,0.5130038130362593,0.0,1011687.0,0,1,0
716,43.15742709028762,8,136100.51306620703,1,1.0,1.0,10414050.596008409,0,0,0
637,40.31464219563749,1,128744.94666013731,1,1.0,0.0,1011687.0,0,1,0
678,50.787555134512125,5,124064.82164838187,1,1.0,0.10622243274393794,1011687.0,0,1,0
683,39.33414804484325,6,98180.53796479832,2,1.0,0.0,19492107.869180568,0,0,0
626,45.18448320935914,7,83732.93175599496,1,0.18770111937605727,0.0,1011687.0,0,0,0
608,46.33296012737141,4,106891.56105062853,1,0.6670398726285937,0.0,1011687.0,0,1,0
627,43.80967374080746,2,135290.28326990805,1,0.8650543765320897,0.0,1011687.0,0,1,0
537,30.813184433290427,7,0.0,1,1.0,0.0,1011687.0,1,0,0
686,42.43629950568856,3,0.0,1,1.0,0.7181497528442793,17869983.008684866,1,0,0
846,29.782737774012283,6,120682.93396997353,1,1.0,1.0,1011687.0,0,0,0
725,56.32017695491508,7,110117.18051116205,2,0.41995576127123113,1.0,1011687.0,0,1,0
752,36.96025241315135,2,0.0,1,0.5198737934243235,0.4801262065756765,1011687.0,0,0,1
794,40.281691847517514,9,128311.4714978652,1,1.0,0.0,14574039.46346284,0,0,0
808,59.26329052953833,0,134251.4211782507,1,0.12278491174361172,0.0,1011687.0,1,1,0
673,47.72675236725241,3,140111.65836819488,1,1.0,1.0,1011687.0,0,1,0
599,33.0,0,0.0,1,0.6897199601727928,0.0,1011687.0,0,0,0
678,46.877052857197455,7,90952.99224962472,1,0.7543811330068088,0.0,1011687.0,1,0,0
699,58.39154553951275,3,106819.37935044183,1,0.022535350388416808,1.0,1011687.0,1,1,0
583,38.99337018309982,1,166516.40768329095,1,1.0,0.0,1011687.0,1,1,0
669,41.772671178563996,4,98342.0711829134,2,1.0,0.0,4981104.493286791,0,0,0
627,45.447786705021095,5,0.0,1,1.0,0.0,1011687.0,0,0,1
613,41.26527832964636,3,0.0,2,1.0,0.7347216703536442,1011687.0,0,0,1
608,43.210627293658234,1,129878.12853743017,1,1.0,0.5964575687805881,1011687.0,0,1,0
553,45.60952023739973,1,99180.45039463582,1,1.0,0.8047601186998641,13245892.38147801,0,0,0
750,46.990731171139565,6,151882.24866689614,1,1.0,0.39814623422791295,1011687.0,0,1,0
630,44.0695650058869,5,104884.73435602187,1,0.06956500588690095,0.930434994113099,1011687.0,0,1,0
695,47.36303501979113,3,123544.87407662458,1,1.0,1.0,1011687.0,0,1,0
584,49.801299773993065,5,0.0,1,0.0,0.0,1011687.0,0,0,1
591,42.63403536300141,3,121637.438976646,1,0.2018908535000784,0.0,1011687.0,0,1,0
711,43.571968363564125,9,55559.77264242896,1,1.0,0.4280316364358788,1011687.0,0,0,0
736,53.06659417032476,0,115075.4757485633,1,0.06659417032476211,0.0,1011687.0,1,1,0
610,49.53157091969569,4,137986.58,1,0.0,1.0,1011687.0,0,1,0
573,53.00443018143357,1,0.0,1,0.6002215090716784,0.0,14094648.184960075,0,0,0
728,47.818389989455916,5,123371.83700130253,1,1.0,0.0,1011687.0,1,1,0
790,54.1426664672432,4,132879.49689715676,1,0.6020476261698857,0.3979523738301143,1011687.0,0,0,0
651,53.01041744239812,3,0.0,1,0.38541672633831703,0.38541672633831703,8594954.146743564,0,0,0
628,53.66368177693796,5,0.0,2,0.9741293674567663,0.9741293674567663,12655164.560199248,0,0,0
600,47.987803618961316,7,125867.95999255608,1,0.4939018094806593,0.0,5634075.116244974,0,0,0
704,46.00256074453431,9,0.0,1,0.002560744534306769,0.0,1011687.0,0,0,1
641,49.53530534797913,7,0.0,1,1.0,0.0,10208232.519594274,0,0,0
747,43.08838880094782,1,135643.7295982743,1,1.0,0.0,1011687.0,0,1,0
667,41.48057859936451,6,138565.42107884353,1,0.788488771519355,0.0,17777535.235482402,0,0,0
628,48.73671190646329,3,0.0,1,1.0,0.0,13083234.927562553,0,0,0
707,50.30823353752384,8,95845.77468989154,1,0.5513722562539735,0.44862774374602654,1011687.0,0,1,0
589,44.99794966169652,6,138004.80243565186,1,0.3326498872321747,0.6673501127678253,1011687.0,0,1,0
599,46.25123995704868,8,97072.02387833438,1,1.0,0.0,1011687.0,1,1,0
727,44.27903898881217,7,109044.3719868953,1,0.7600436823267196,0.0,1011687.0,0,1,0
821,39.55882389524586,1,0.0,1,1.0,0.0,846290.3741069407,0,0,0
572,37.44254463338201,6,107023.9554903322,1,0.25574553666179844,0.0,1011687.0,0,0,0
578,48.369813671092345,7,119178.30842070458,1,1.0,0.619553924041257,4953496.933639782,0,0,0
575,36.74381815557694,4,0.0,1,0.7438181555769361,0.0,18079251.166646264,1,0,0
615,49.496881325354394,6,0.0,1,1.0,0.0,1011687.0,0,0,1
732,54.0,8,0.0,1,0.5422445639062338,0.5422445639062338,1011687.0,1,0,1
648,46.040318981933574,2,0.0,1,0.6599468363444047,0.6599468363444047,16226791.0,0,0,0
546,48.48290415633165,6,0.0,1,0.0,0.12072603908291235,17107398.483732168,0,0,0
627,39.34536574138597,6,130474.48279301723,2,1.0,0.0,18122456.0,0,0,0
642,56.0,5,0.0,1,1.0,0.0,3663252.9096702244,0,0,0
581,45.184599406748845,0,121579.76042105818,1,0.18459940674884256,0.8154005932511574,1011687.0,0,1,0
641,40.0,4,0.0,1,1.0,0.0,6294565.918488812,0,0,0
535,27.189872785417467,2,0.0,1,1.0,0.0,1011687.0,0,0,0
627,41.18582647014032,7,0.0,1,0.0,0.0,4678754.622907461,0,0,0
604,44.42347929151646,7,122029.48997010977,1,1.0,0.0,1011687.0,1,0,0
656,28.848543645342343,0,0.0,1,0.5757281773288295,0.4242718226711705,1011687.0,1,0,0
595,39.0,10,0.0,1,1.0,0.0,1011687.0,0,0,1
671,42.54155107873602,7,77676.3429344141,1,0.0,1.0,17266649.824146874,0,0,0
